"Rk","Player","Class","Season","Pos","School","Conf","G","MP","FG","FGA","2P","2PA","3P","3PA","FT","FTA","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","PER","TS%","eFG%","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","PProd","ORtg","DRtg","OWS","DWS","WS","OBPM","DBPM","BPM"
"76","Tyler Davis","FR","2015-16","C","Texas A&M","SEC","36","22.8","4.2","6.4","4.2","6.4","0.0","0.0","2.9","4.7","2.9","3.3","6.2","0.7","0.6","1.1","1.6","2.6","11.3","25.7",".656",".655","14.1","15.6","14.9","6.6","1.4","5.9","15.8","22.0","375","122.6","94.7","2.7","1.8","4.4","4.9","5.7","10.6"
"77","Aurimas Majauskas","JR","2015-16","F","Sam Houston State","Southland","34","23.9","4.7","8.5","4.1","6.8","0.6","1.7","4.4","5.6","1.8","3.8","5.6","1.6","0.2","0.4","1.5","3.6","14.4","25.7",".644",".584","8.2","19.0","13.3","15.1","0.6","2.3","11.8","26.3","446","126.5","103.2","3.4","1.1","4.5","4.1","-1.0","3.1"
"78","Marc Eddy Norelia","JR","2015-16","F","Florida Gulf Coast","A-Sun","35","32.8","6.7","12.3","6.7","12.2","0.0","0.1","3.7","5.5","3.1","6.2","9.3","1.3","1.1","0.8","1.8","2.1","17.1","25.7",".574",".545","10.6","19.5","15.3","7.9","1.9","2.6","10.8","25.0","570","117.8","96.8","3.5","2.2","5.7","1.4","1.2","2.6"
"79","Mike Tobey","SR","2015-16","C","Virginia","ACC","37","15.7","3.2","5.4","3.2","5.1","0.1","0.3","0.8","1.4","1.5","2.8","4.4","0.4","0.3","0.6","0.7","2.1","7.3","25.7",".611",".606","13.3","23.2","18.4","5.8","1.1","4.8","10.1","24.2","248","121.1","95.2","1.9","1.2","3.1","4.4","3.6","8.0"
"80","Jordan Washington","JR","2015-16","F","Iona","MAAC","31","18.7","5.4","10.5","5.4","10.5","0.0","0.0","3.5","5.8","3.1","3.3","6.4","0.4","0.5","0.6","2.1","3.7","14.2","25.7",".537",".514","18.3","18.7","18.5","4.7","1.3","3.2","13.9","39.8","405","103.5","101.6","1.3","0.9","2.1","-3.2","-4.0","-7.2"
"81","Zach Auguste","SR","2015-16","F","Notre Dame","ACC","36","29.6","5.3","9.5","5.3","9.5","0.0","0.0","3.3","5.3","3.4","7.3","10.7","1.1","0.6","1.1","2.4","2.4","14.0","25.6",".581",".560","14.0","27.7","21.2","7.2","1.3","3.7","16.9","26.0","506","112.3","102.9","2.8","1.5","4.2","2.1","2.1","4.2"
"82","A.J. English","SR","2015-16","G","Iona","MAAC","28","35.9","6.8","15.7","3.4","6.6","3.4","9.1","5.6","6.8","0.5","4.5","5.0","6.2","1.6","0.5","3.6","2.1","22.6","25.6",".598",".540","1.7","13.2","7.6","34.3","2.4","1.4","16.0","30.3","633","117.0","103.2","3.7","1.3","5.0","7.3","-0.1","7.2"
"83","Kevin Hervey","SO","2015-16","F","Texas-Arlington","Sun Belt","16","29.8","6.4","14.1","4.5","8.3","1.9","5.8","3.5","4.6","2.3","7.5","9.8","2.9","0.7","0.8","2.4","1.7","18.1","25.6",".557",".520","7.6","26.1","16.8","20.9","1.3","3.3","12.7","28.6","267","114.2","91.2","1.4","1.2","2.6","4.1","2.7","6.8"
"84","Kevin Mays","SR","2015-16","F","Cal State Bakersfield","WAC","33","24.8","4.8","9.4","4.6","8.8","0.2","0.6","2.7","4.0","3.5","4.5","8.0","1.0","1.0","0.3","1.2","2.8","12.6","25.6",".559",".529","15.7","20.0","17.9","8.7","2.4","1.4","9.7","24.8","402","119.0","91.2","2.6","2.0","4.6","2.8","0.8","3.6"
"85","Kyle Wiltjer","SR","2015-16","F","Gonzaga","WCC","36","33.6","7.2","14.7","4.7","9.0","2.5","5.7","3.5","4.1","1.7","4.6","6.3","1.5","0.4","0.8","2.1","1.8","20.4","25.6",".615",".577","6.2","14.2","10.5","9.0","0.6","2.4","11.0","28.4","657","122.4","98.8","4.7","2.1","6.8","6.0","0.9","6.8"
"86","Johnathan Motley","SO","2015-16","F","Baylor","Big 12","34","20.9","4.5","7.3","4.5","7.3","0.0","0.1","2.1","3.4","2.3","2.8","5.1","0.9","0.5","1.1","1.5","3.0","11.1","25.4",".619",".614","13.0","16.7","14.8","9.1","1.5","6.3","14.1","24.6","332","118.9","102.0","2.2","1.0","3.2","5.1","3.5","8.6"
"87","Tacko Fall","FR","2015-16","C","Central Florida","AAC","30","17.6","3.2","4.3","3.2","4.3","0.0","0.0","1.0","1.7","1.8","4.1","5.9","0.3","0.1","2.3","1.6","2.5","7.4","25.3",".724",".750","11.8","23.2","17.9","4.6","0.3","12.8","24.3","19.2","192","112.5","96.4","1.0","1.0","2.1","0.0","6.3","6.3"
"88","Henry Caruso","JR","2015-16","F","Princeton","Ivy","29","28.4","5.2","10.0","4.0","7.2","1.3","2.9","3.2","4.5","1.9","4.4","6.2","1.7","1.3","0.1","1.6","1.7","15.0","25.2",".616",".586","7.7","17.2","12.6","12.2","2.6","0.4","11.7","24.5","412","122.7","97.6","2.9","1.5","4.4","4.6","0.7","5.2"
"89","Chris Hooper","SR","2015-16","F","St. Francis (NY)","NEC","32","21.3","4.4","7.6","4.4","7.6","0.0","0.1","2.5","4.4","1.9","3.2","5.1","1.5","1.0","1.3","2.4","3.0","11.3","25.2",".583",".578","9.6","16.7","13.1","20.5","2.9","5.9","19.7","28.8","340","104.6","93.9","1.2","1.5","2.7","-0.6","3.3","2.7"
"90","Isaiah Miles","SR","2015-16","F","Saint Joseph's","A-10","36","34.4","6.2","11.8","4.4","7.1","1.8","4.7","3.9","4.4","2.3","5.8","8.1","0.9","0.6","1.0","1.1","2.8","18.1","25.2",".650",".600","7.6","17.7","12.8","5.1","1.0","3.2","7.6","21.9","584","132.3","100.0","4.9","2.0","7.0","6.9","1.7","8.6"
"91","Erik Thomas","JR","2015-16","F","New Orleans","Southland","29","22.8","4.3","7.7","4.3","7.6","0.0","0.1","3.2","4.6","2.7","4.2","6.9","1.5","0.9","0.4","1.6","2.0","11.8","25.2",".596",".556","11.8","20.9","16.1","14.9","2.1","2.2","13.8","22.7","332","119.5","102.5","2.0","0.9","2.9","1.6","-0.5","1.1"
"92","Jordan Tolbert","SR","2015-16","F","Southern Methodist","AAC","30","26.6","4.4","8.0","4.4","7.8","0.1","0.1","2.7","4.1","3.5","5.0","8.5","0.8","0.8","0.7","1.3","1.8","11.6","25.2",".586",".561","16.6","20.5","18.7","5.7","1.9","3.3","11.6","21.2","340","124.6","93.7","2.6","1.8","4.4","4.4","2.4","6.8"
"93","Malcolm Brogdon","SR","2015-16","G","Virginia","ACC","37","34.1","6.2","13.6","4.2","8.4","2.0","5.2","3.8","4.2","0.5","3.5","4.1","3.1","0.9","0.2","1.4","2.1","18.2","25.1",".585",".532","2.1","13.3","7.9","19.5","1.8","0.9","8.3","28.4","627","122.3","99.9","4.9","2.1","7.0","8.5","2.6","11.1"
"94","Shonn Miller","SR","2015-16","F","Connecticut","AAC","36","25.7","4.7","8.2","4.5","7.6","0.3","0.7","2.6","3.2","1.2","3.9","5.2","0.6","0.9","0.9","0.6","3.0","12.3","25.1",".629",".590","5.9","16.5","11.6","4.7","2.2","3.8","5.9","21.4","388","130.0","92.9","3.3","2.1","5.4","4.2","3.8","8.0"
"95","Dallas Moore","JR","2015-16","G","North Florida","A-Sun","34","35.6","7.5","14.6","5.6","9.8","1.9","4.8","2.8","4.0","0.6","3.4","4.0","6.0","0.9","0.1","1.9","0.8","19.8","25.1",".600",".581","1.9","9.8","6.1","32.3","1.4","0.3","10.3","25.5","708","126.6","113.8","5.2","0.4","5.6","4.8","-3.9","0.8"
"96","Kevin Punter","SR","2015-16","G","Tennessee","SEC","26","34.1","6.8","14.8","4.6","8.8","2.2","6.0","6.3","7.8","0.2","3.2","3.4","3.5","1.4","0.2","2.5","2.8","22.2","25.1",".600",".535","0.6","9.8","5.1","22.6","2.3","0.7","12.1","29.5","522","119.5","107.8","3.3","0.8","4.1","8.0","-0.5","7.5"
"97","Brandan Stith","SO","2015-16","F","Old Dominion","CUSA","32","27.2","4.2","7.6","4.2","7.6","0.0","0.0","2.1","4.3","3.7","6.0","9.7","0.4","0.7","2.0","1.3","2.7","10.4","25.1",".540",".550","15.2","25.3","20.2","2.8","1.5","8.8","11.5","21.1","327","112.7","90.5","1.9","2.2","4.1","-0.9","4.0","3.1"
"98","Ethan Happ","FR","2015-16","F","Wisconsin","Big Ten","35","28.1","4.7","8.7","4.7","8.7","0.0","0.0","3.1","4.8","2.5","5.4","7.9","1.3","1.8","0.9","2.2","3.0","12.4","25.0",".567",".538","10.5","23.8","17.0","10.9","4.0","3.5","16.6","24.9","423","109.2","90.7","2.1","2.5","4.5","2.4","6.8","9.2"
"99","Adom Jacko","JR","2015-16","F","Loyola Marymount","WCC","25","27.3","6.8","12.2","6.8","12.1","0.0","0.1","2.9","4.0","2.4","4.0","6.4","0.6","0.7","0.9","1.8","3.8","16.6","25.0",".587",".559","9.3","18.1","13.4","6.2","1.6","4.0","11.3","29.3","349","111.7","107.3","1.8","0.6","2.4","1.3","-1.0","0.3"
"100","Zach LeDay","JR","2015-16","F","Virginia Tech","ACC","35","30.8","5.2","10.8","4.6","9.1","0.6","1.7","4.6","6.0","2.9","4.9","7.9","1.4","0.8","1.7","1.6","2.9","15.5","25.0",".567",".505","11.0","18.2","14.7","10.0","1.4","5.8","10.6","24.8","538","119.0","100.6","3.4","1.7","5.1","4.4","4.5","8.9"
"101","Obi Emegano","JR","2015-16","G","Oral Roberts","Summit","29","35.4","7.2","16.7","5.5","12.1","1.8","4.6","6.8","8.0","1.0","4.2","5.1","1.8","1.1","0.3","1.8","2.4","23.1","24.9",".563",".487","3.2","13.0","8.2","11.1","1.8","0.9","7.9","31.2","611","117.5","109.7","3.7","0.7","4.4","4.1","-2.9","1.2"
"102","Trey Freeman","SR","2015-16","G","Old Dominion","CUSA","38","35.1","8.5","19.8","7.2","16.0","1.3","3.8","3.7","4.5","0.6","3.7","4.2","3.0","1.0","0.1","1.3","1.8","22.1","24.9",".503",".463","1.8","11.9","6.8","21.4","1.9","0.4","5.4","34.9","752","113.4","100.6","4.4","2.1","6.6","3.9","-0.8","3.1"
"103","Jack Gibbs","JR","2015-16","G","Davidson","A-10","31","35.5","7.8","18.2","5.2","10.3","2.6","7.9","5.1","6.1","0.9","3.2","4.1","4.9","1.8","0.1","3.2","1.9","23.4","24.9",".555",".503","2.7","9.9","6.3","30.5","2.9","0.2","13.3","34.0","712","110.2","109.5","3.3","0.8","4.1","6.8","-0.9","5.9"
"104","Jairus Lyles","SO","2015-16","G","Maryland-Baltimore County","AEC","21","36.2","8.1","17.1","6.3","11.9","1.8","5.3","5.0","7.1","1.3","4.2","5.5","2.8","2.5","0.0","3.0","2.8","23.0","24.9",".559",".525","4.1","14.5","9.1","20.0","3.9","0.0","12.6","32.8","445","107.6","110.4","1.8","0.5","2.3","3.4","-2.7","0.7"
"105","Justin Tillman","SO","2015-16","F","Virginia Commonwealth","A-10","36","16.5","3.0","5.0","3.0","4.9","0.0","0.0","1.2","2.1","2.3","3.8","6.1","0.2","0.3","0.5","0.6","1.5","7.2","24.9",".602",".603","15.1","26.7","20.7","2.6","1.2","3.0","9.7","19.5","250","124.9","95.3","1.8","1.2","3.1","1.9","1.4","3.3"
"106","Justin Robinson","JR","2015-16","G","Monmouth","MAAC","36","32.9","5.9","13.6","3.7","7.9","2.2","5.6","5.1","6.1","0.6","3.2","3.8","3.7","2.2","0.0","2.2","1.5","19.3","24.8",".585",".520","1.9","9.7","5.9","23.1","3.6","0.0","11.9","26.9","670","119.0","98.5","4.0","2.1","6.1","6.1","0.9","6.9"
"107","Ben Bentil","SO","2015-16","F","Providence","Big East","35","34.2","7.0","15.2","5.5","10.7","1.5","4.5","5.5","7.1","2.7","5.0","7.7","1.1","0.9","1.0","1.9","2.8","21.1","24.7",".567",".510","8.4","16.6","12.4","8.0","1.4","3.1","9.3","29.6","659","115.6","99.8","3.8","2.0","5.8","4.9","1.8","6.7"
"108","Emani Gant","SR","2015-16","F","Texas State","Sun Belt","29","27.2","5.2","10.4","5.2","10.3","0.0","0.1","3.2","4.4","2.7","5.0","7.7","1.4","0.8","0.5","1.8","2.3","13.7","24.7",".546",".503","11.2","22.1","16.5","13.3","1.8","2.2","12.5","27.7","385","110.7","95.4","2.0","1.6","3.6","0.8","0.9","1.8"
"109","Jeremy Combs","SO","2015-16","F","North Texas","CUSA","31","31.6","5.6","9.4","5.6","9.4","0.0","0.0","3.6","6.1","3.5","7.0","10.5","0.8","1.4","0.7","2.0","3.0","14.9","24.6",".605",".601","11.8","24.9","18.2","5.2","2.4","2.4","13.8","21.6","448","117.7","103.7","2.7","1.3","3.9","1.0","-0.2","0.8"
"110","Marcus Evans","FR","2015-16","G","Rice","CUSA","32","33.5","7.0","14.8","5.3","9.5","1.7","5.3","5.8","7.3","0.9","3.1","4.0","2.8","2.2","0.2","3.1","2.9","21.5","24.6",".587",".527","3.1","10.9","7.0","20.0","3.7","0.6","14.6","31.8","642","111.7","110.9","3.1","0.7","3.8","4.5","-2.5","2.0"
"111","Stefan Moody","SR","2015-16","G","Mississippi","SEC","31","34.6","6.7","16.5","3.4","7.7","3.3","8.8","6.8","8.3","1.0","2.2","3.2","4.3","1.5","0.1","3.8","2.4","23.6","24.6",".579",".509","3.0","7.1","5.0","29.3","2.5","0.3","15.7","33.7","694","114.6","106.3","3.8","1.1","5.0","9.1","-1.3","7.8"
"112","Clide Geffrard","SR","2015-16","F","Stephen F. Austin","Southland","34","24.3","4.5","9.2","3.2","5.4","1.3","3.8","2.9","3.7","2.1","3.8","5.9","1.4","0.9","0.6","1.6","2.3","13.3","24.5",".607",".563","9.9","19.1","14.4","10.8","2.2","2.6","13.1","25.4","415","120.5","90.4","2.8","2.1","4.9","3.7","1.4","5.1"
"113","James Webb","JR","2015-16","F","Boise State","MWC","31","30.5","5.7","11.5","4.8","8.0","0.9","3.5","3.5","5.1","2.4","6.7","9.1","1.1","1.4","0.6","1.6","3.0","15.8","24.5",".565",".532","9.2","27.0","17.9","7.7","2.6","2.5","10.2","25.4","463","115.5","94.2","2.6","2.1","4.7","2.6","2.5","5.1"
"114","Joe Cremo","FR","2015-16","G","Albany (NY)","AEC","33","20.7","3.3","6.4","2.7","4.9","0.6","1.5","3.3","3.9","0.9","2.8","3.8","1.4","0.7","0.2","1.3","1.3","10.5","24.4",".637",".560","5.3","15.3","10.5","14.1","2.0","1.0","14.0","23.2","325","126.2","97.1","2.5","1.3","3.8","2.9","0.2","3.1"
"115","Chris Flemmings","JR","2015-16","G","North Carolina-Wilmington","CAA","33","31.9","5.5","10.7","3.7","5.9","1.7","4.8","3.5","4.3","1.3","4.5","5.8","1.6","1.4","0.7","1.3","2.1","16.2","24.4",".633",".591","4.5","15.4","10.0","9.4","2.4","2.3","9.5","21.3","483","129.1","99.5","3.8","1.8","5.5","6.1","1.7","7.8"
"116","Grandy Glaze","SR","2015-16","F","Grand Canyon","WAC","33","26.4","6.0","10.0","6.0","9.7","0.0","0.3","2.0","3.2","2.3","6.5","8.8","0.8","0.5","0.0","1.6","1.5","14.0","24.4",".604",".598","9.7","27.0","18.4","6.9","1.2","0.0","12.0","24.4","405","116.0","95.5","2.4","1.8","4.2","0.9","-0.2","0.7"
"117","Terry Allen","SR","2015-16","F","Richmond","A-10","32","33.3","6.0","12.2","5.3","9.8","0.8","2.4","4.4","6.1","2.1","5.6","7.7","2.2","1.6","0.6","1.8","2.6","17.2","24.3",".569",".522","7.4","19.3","13.5","12.8","2.8","1.8","10.9","26.6","538","114.4","102.6","3.0","1.5","4.5","3.6","1.5","5.0"
"118","Tyler Cavanaugh","JR","2015-16","F","George Washington","A-10","38","30.4","5.5","10.9","4.1","7.6","1.4","3.3","4.4","5.3","2.0","5.6","7.6","1.2","0.6","0.3","2.1","2.5","16.8","24.3",".626",".569","7.6","20.6","14.2","8.6","1.1","0.9","13.4","25.7","575","122.2","101.8","4.1","1.7","5.8","5.1","-0.2","4.9"
"119","Gary Clark","SO","2015-16","F","Cincinnati","AAC","33","30.4","3.8","7.4","3.4","6.6","0.4","0.8","2.4","3.5","3.4","5.4","8.8","2.1","1.2","1.5","1.3","2.3","10.4","24.3",".578",".545","12.8","19.5","16.2","13.9","2.5","5.4","12.4","17.3","368","125.3","91.0","2.9","2.5","5.4","4.4","6.8","11.2"
"120","Eric Eaves","JR","2015-16","G","South Carolina State","MEAC","34","28.3","5.8","11.1","5.0","8.9","0.8","2.1","5.3","6.9","0.8","2.0","2.8","1.9","0.8","0.2","2.3","2.0","17.6","24.3",".613",".556","3.1","8.4","5.8","15.4","1.6","0.9","13.9","29.8","544","116.6","110.0","3.3","0.7","3.9","3.2","-3.5","-0.3"
"121","Joshua Braun","SO","2015-16","G","Grand Canyon","WAC","34","30.7","4.2","9.7","2.1","4.2","2.1","5.5","6.0","6.9","1.6","3.6","5.2","1.1","0.8","0.7","1.3","2.1","16.6","24.2",".641",".549","6.0","12.8","9.4","6.8","1.4","2.4","9.1","22.7","510","132.8","99.0","4.4","1.8","6.2","6.4","0.4","6.8"
"122","J.J. Frazier","JR","2015-16","G","Georgia","SEC","34","32.1","5.0","12.1","2.7","6.4","2.2","5.8","4.7","5.7","0.5","4.0","4.5","4.4","1.4","0.1","1.6","2.7","16.9","24.2",".568",".501","1.8","13.1","7.6","32.4","2.6","0.3","9.8","25.8","567","123.1","102.0","4.1","1.6","5.7","9.0","1.5","10.5"
"123","Rico Gathers","SR","2015-16","F","Baylor","Big 12","32","25.5","4.2","8.1","4.1","8.1","0.0","0.0","2.9","4.6","4.0","5.0","9.0","0.5","0.9","0.8","1.2","2.4","11.2","24.2",".545",".513","18.5","24.0","21.2","3.8","2.2","3.6","10.3","22.1","354","119.5","99.6","2.4","1.4","3.7","3.4","1.8","5.2"
"124","Derrick Jones Jr.","FR","2015-16","F","Nevada-Las Vegas","MWC","30","21.5","4.3","7.3","4.0","6.0","0.3","1.3","2.6","4.4","1.7","2.7","4.5","0.8","0.9","1.3","1.2","3.1","11.5","24.2",".611",".607","8.6","13.4","11.0","8.1","2.3","6.2","11.3","23.2","309","118.6","96.3","1.8","1.3","3.1","2.7","3.7","6.3"
"125","Ivan Rabb","FR","2015-16","F","University of California","Pac-12","34","28.7","4.7","7.7","4.7","7.6","0.0","0.1","3.0","4.5","2.8","5.8","8.5","0.9","0.5","1.2","1.5","3.1","12.5","24.2",".636",".616","11.3","21.3","16.5","6.6","1.1","4.1","13.4","20.0","413","124.8","95.3","3.1","2.0","5.1","3.9","4.8","8.7"
"126","Andrew White III","JR","2015-16","G","Nebraska","Big Ten","34","29.7","5.7","11.9","3.2","5.7","2.6","6.2","2.5","3.3","1.2","4.7","5.9","0.6","1.1","0.3","1.6","2.6","16.6","24.2",".615",".589","4.6","18.9","11.6","4.4","2.3","1.2","10.4","25.9","480","120.6","101.8","3.3","1.5","4.8","6.2","-0.5","5.7"
"127","Andrew Andrews","SR","2015-16","G","Washington","Pac-12","34","33.8","5.3","13.6","3.1","7.9","2.3","5.6","8.0","9.4","1.5","4.3","5.7","4.9","1.4","0.0","2.8","2.8","20.9","24.1",".580",".476","4.2","12.7","8.4","26.6","2.1","0.1","13.4","26.9","719","121.7","104.4","4.4","1.4","5.8","8.2","0.8","8.9"
"128","James Daniel","JR","2015-16","G","Howard","MEAC","30","37.2","7.5","19.4","4.9","11.4","2.7","8.0","9.3","11.0","0.7","1.5","2.2","2.8","2.0","0.2","4.1","2.1","27.1","24.1",".549",".457","2.1","4.1","3.1","20.1","2.9","0.6","14.3","36.5","755","109.7","107.4","3.3","1.0","4.4","4.1","-3.6","0.6"
"129","Lotanna Nwogbo","SR","2015-16","C","Longwood","Big South","33","29.9","5.9","9.9","5.8","9.9","0.0","0.1","4.1","6.2","3.2","5.1","8.2","0.6","0.5","1.3","2.5","3.1","15.9","24.1",".615",".593","12.1","19.4","15.8","4.3","0.9","5.3","16.5","25.7","490","113.9","107.3","2.7","0.9","3.6","-0.7","-1.8","-2.5"
"130","Anthony Odunsi","SR","2015-16","G","Houston Baptist","Southland","33","28.8","4.7","9.8","4.3","8.6","0.4","1.2","7.7","9.2","0.8","3.8","4.6","3.7","1.2","0.0","3.5","2.1","17.5","24.1",".615",".495","3.3","13.8","8.9","25.7","2.3","0.1","19.8","29.8","580","114.6","105.3","3.1","1.1","4.2","1.9","-2.3","-0.3"
"131","Michael Young","JR","2015-16","F","Pittsburgh","ACC","33","29.4","5.7","10.7","5.6","10.3","0.1","0.4","4.1","5.3","2.3","4.6","6.9","2.3","0.3","0.5","2.5","1.6","15.7","24.1",".595",".543","9.2","18.1","13.7","17.0","0.7","2.0","15.7","26.9","492","116.6","102.5","3.1","1.4","4.4","4.4","2.6","7.0"
"132","Anthony Barber","JR","2015-16","G","North Carolina State","ACC","33","38.7","7.5","17.3","6.2","13.7","1.3","3.6","7.2","8.3","0.6","3.9","4.6","4.5","0.6","0.1","2.6","2.2","23.5","24.0",".553",".471","1.7","11.1","6.3","25.2","1.0","0.2","10.8","30.0","749","119.5","112.9","4.9","0.5","5.5","6.5","-1.1","5.3"
"133","Michael Buchanan","JR","2015-16","C","South Carolina Upstate","A-Sun","31","21.7","4.9","8.7","4.9","8.7","0.0","0.0","1.7","3.0","2.4","3.6","6.0","1.4","0.5","1.0","2.0","2.8","11.6","24.0",".574",".569","11.7","18.2","15.0","14.2","1.5","5.0","16.5","27.2","334","108.1","108.8","1.4","0.6","2.0","-0.1","-0.4","-0.5"
"134","Xavier Cooks","SO","2015-16","F","Winthrop","Big South","32","27.6","5.4","10.4","4.2","7.3","1.2","3.1","2.8","3.6","1.5","5.6","7.1","1.8","0.8","1.7","2.6","2.6","14.7","24.0",".609",".577","6.3","20.3","13.9","12.9","1.6","5.7","17.7","25.9","458","112.2","100.4","2.2","1.4","3.6","0.7","1.9","2.6"
"135","Jordan Barham","SR","2015-16","G","Davidson","A-10","30","14.2","3.3","6.2","3.2","6.0","0.1","0.2","1.7","2.8","1.0","2.7","3.7","0.8","0.2","0.2","0.6","1.4","8.4","23.9",".552",".535","7.3","20.8","14.0","12.3","0.8","1.2","7.3","28.6","230","113.6","109.1","1.2","0.3","1.5","0.9","-2.0","-1.2"
"136","Michael Carey","JR","2015-16","G","Wagner","NEC","34","29.1","4.4","8.8","4.0","7.2","0.4","1.6","3.3","4.0","3.2","5.9","9.1","1.5","0.7","0.8","1.6","2.5","12.6","23.9",".586",".528","11.9","23.1","17.4","11.1","1.5","3.1","13.3","20.8","422","121.9","93.8","3.0","2.2","5.2","1.8","1.6","3.4"
"137","Robert Carter","JR","2015-16","F","Maryland","Big Ten","36","26.4","4.7","8.5","4.0","6.4","0.7","2.2","2.1","2.9","1.7","5.3","6.9","1.9","0.8","1.3","2.2","2.8","12.3","23.9",".621",".596","8.4","21.0","15.3","14.9","1.9","4.9","18.1","24.0","436","114.5","94.8","2.5","2.0","4.5","4.6","5.1","9.7"
"138","Deyonta Davis","FR","2015-16","F","Michigan State","Big Ten","35","18.6","3.4","5.7","3.4","5.7","0.0","0.0","0.7","1.1","2.1","3.4","5.5","0.7","0.3","1.8","0.9","2.3","7.5","23.9",".601",".598","13.5","19.0","16.5","7.5","0.8","10.2","12.1","19.2","242","121.4","90.9","1.7","1.6","3.3","3.2","7.5","10.8"
"139","Perry Ellis","SR","2015-16","F","Kansas","Big 12","38","30.3","6.2","11.7","5.5","10.1","0.7","1.7","3.7","4.7","1.8","4.1","5.8","1.3","0.5","0.5","1.5","1.7","16.9","23.9",".605",".563","7.2","14.4","11.1","8.5","0.9","1.7","9.6","25.5","582","123.5","99.6","4.1","1.9","6.1","5.3","2.2","7.4"
"140","Mo Evans","JR","2015-16","G","IPFW","Summit","18","31.0","5.7","11.9","3.1","5.6","2.7","6.3","2.8","3.3","0.1","3.6","3.7","5.1","1.1","0.2","2.3","2.7","16.9","23.9",".628",".593","0.4","13.1","6.8","32.9","2.0","0.6","14.8","25.4","302","123.0","108.8","2.1","0.5","2.6","5.7","-2.0","3.8"
"141","Jaysean Paige","SR","2015-16","G","West Virginia","Big 12","35","22.5","4.9","10.7","3.7","6.9","1.2","3.8","2.7","3.5","1.6","1.9","3.5","1.2","1.5","0.2","1.5","2.9","13.7","23.9",".554",".512","7.4","10.8","9.0","12.1","3.8","1.3","11.1","28.6","427","117.4","93.8","2.6","1.7","4.3","6.3","3.2","9.5"
"142","QJ Peterson","JR","2015-16","G","Virginia Military Institute","Southern","30","33.5","6.3","15.6","3.5","7.9","2.8","7.7","4.5","4.9","1.6","4.7","6.3","2.8","1.4","0.5","2.7","2.2","19.8","23.9",".554",".494","5.3","16.0","10.5","19.8","2.4","1.6","13.2","30.9","577","110.0","107.0","2.7","1.0","3.7","3.9","-2.1","1.9"
"143","Tyler Ulis","SO","2015-16","G","Kentucky","SEC","35","36.8","5.5","12.6","3.9","8.1","1.6","4.6","4.8","5.6","0.5","2.5","3.0","7.0","1.5","0.1","2.0","1.8","17.3","23.9",".567",".497","1.7","7.1","4.6","34.3","2.3","0.3","11.4","23.2","666","128.8","103.4","5.4","1.7","7.1","8.5","1.0","9.6"
"144","Devin Cannady","FR","2015-16","G","Princeton","Ivy","29","22.0","3.4","7.1","1.5","2.8","2.0","4.3","2.8","3.1","0.7","1.8","2.5","1.2","1.1","0.2","1.1","2.0","11.6","23.8",".680",".627","3.5","9.3","6.5","10.8","2.8","0.8","11.8","22.2","299","131.2","99.5","2.5","1.1","3.6","6.7","-0.4","6.3"
"145","Isaiah Hicks","JR","2015-16","F","North Carolina","ACC","40","18.1","3.3","5.4","3.3","5.4","0.0","0.0","2.3","3.1","2.0","2.7","4.6","0.7","0.5","0.6","1.2","3.0","8.9","23.8",".653",".614","12.5","15.6","14.1","6.3","1.6","3.3","14.7","21.0","333","127.3","100.4","2.6","1.2","3.7","5.6","3.3","9.0"
