"Player","Pos","Season","Age","Tm","Exp","FGPer","FG3Per","FG2Per","effFGPer","FTPer","effMin","effFG","effFGA","eff3PM","eff3PA","eff2PM","eff2PA","effFTM","effFTA","effORB","effDRB","effTRB","effAST","effSTL","effBLK","effTOV","effPF","effPTS"
"Joe Young","G","2017-2018",26,"IND","2",0.361,0.217,0.429,0.396,0.733,0.000458333333333333,0.195121951219512,0.536585365853659,0.0487804878048781,0.170731707317073,0.146341463414634,0.365853658536585,0.0731707317073171,0.121951219512195,0,0.121951219512195,0.121951219512195,0.121951219512195,0.024390243902439,0,0.0487804878048781,0.0487804878048781,0.51219512195122
"Joel Embiid","C","2017-2018",24,"PHI","1",0.454769454123113,0.367,0.486681871118012,0.496286953443087,0.752182459893048,0.00667961358939545,0.259745328744145,0.548127860702943,0.047244094488189,0.125984251968504,0.211792344975995,0.426161621677371,0.252859186880843,0.347082891490502,0.06823980160859,0.225105893379251,0.285712658608403,0.0818279132034524,0.0394744024203786,0.118057256150397,0.157882187803448,0.13978609923963,0.801162340072717
"Joffrey Lauvergne","C","2017-2018",27,"SAS","3",0.402150537634409,0.340765363128492,0.447801619433198,0.457067209775967,0.606880733944954,0.00293586269196025,0.131707317073171,0.315016374354123,0.0441176470588235,0.110750507099391,0.0895927601809955,0.231202131202131,0.0403846153846154,0.0629370629370629,0.0640394088669951,0.196875,0.276923076923077,0.0747126436781609,0.0264705882352941,0.00829979879275654,0.0697318007662835,0.0971264367816092,0.369133807369101
"John Henson","C","2017-2018",28,"MIL","5",0.520863377609108,0,0.520895635673624,0.520863377609108,0.685270664505673,0.0045803564096247,0.126932338194365,0.265989043037033,0,0,0.126932338194365,0.267275615948699,0.0653863349463497,0.0824790988638357,0.0894059891998036,0.173748713103079,0.269000239750659,0.0508254631965972,0.0279428781822007,0.0600412371134021,0.0502971807279613,0.14116278318198,0.338263774536757
"John Wall","PG","2017-2018",28,"WAS","7",0.450387860589214,0.319650007963051,0.488430913348946,0.481579317005051,0.779392488501757,0.00909594609644726,0.251379597570418,0.540146218875401,0.0365163324426217,0.122424892914396,0.20345436902007,0.415314928927571,0.154841635198778,0.198566148566149,0.0178270377838447,0.100781376784793,0.120408634739901,0.278059576485078,0.0583303901321544,0.0172523386384803,0.10856032250263,0.0508193762055596,0.658177340981164
"Johnny O'Bryant","F-C","2017-2018",25,"CHO","3",0.508064516129032,0.498554913294798,0.527724665391969,0.567564870259481,0.886145631067961,0.00171200750469043,0.183478880389756,0.386939564867043,0.0410958904109589,0.0684931506849315,0.144161977449094,0.315284089891664,0.0861237950279046,0.0680546542016733,0.110916890136053,0.117904688404399,0.232978183663115,0.0793321341266547,0,0.00895029205531489,0.073417494851822,0.119989852866565,0.496163296099068
"Jon Leuer","PF","2017-2018",29,"DET","6",0.517647058823529,0.359463258785942,0.542650862068966,0.549124463519313,0.908035194174757,0.00640312304565353,0.147031665385392,0.273332500944441,0.0225670334365987,0.0761009456661631,0.124217967967968,0.23340347149871,0.0442129634676219,0.0499946586903109,0.0582388840453357,0.155412555412555,0.209209209209209,0.0503609199261373,0.0178552352465396,0.00595174508217986,0.0364248176748177,0.0678498939368505,0.373189957488442
"Jonas Jerebko","F","2017-2018",31,"UTA","7",0.418260401274252,0.331654488761422,0.495786671109874,0.505908222656689,0.71027396210347,0.00325563232253767,0.079741966404269,0.20208039907407,0.030922991464501,0.0986299293270127,0.0554615792294855,0.103641399044321,0.0197053971821621,0.0295145977950184,0.0627917676631655,0.176310210079379,0.227466995500732,0.055525747986191,0.0194341846393704,0.0118740898398118,0.030935262647006,0.0984700628689919,0.204003060762928
"Jonas Valanciunas","C","2017-2018",26,"TOR","5",0.531857638888889,0.5,0.532852876774048,0.533831444300518,0.783245348126414,0.00600386397449669,0.184124112541161,0.353198635752194,0,0,0.184124112541161,0.351727734908317,0.0749119183880506,0.0869794908962596,0.10349494011994,0.23139947265364,0.331347246629639,0.0320066849292516,0.024296019030629,0.0328792057330794,0.051636077122729,0.110639439764925,0.434154213950726
"Jonathon Simmons","SG","2017-2018",29,"ORL","2",0.379097387173397,0.375365313653136,0.40718281938326,0.457024719101124,0.799328859060403,0.00615126382306477,0.14466149835502,0.317639065389987,0.0543764738521293,0.151477320016646,0.0750723829255983,0.180564172085507,0.0563784598520143,0.0729155059793591,0.012390870297146,0.0911644535240041,0.111423220973783,0.0932168123179359,0.0325125508008606,0.012390870297146,0.0550705346539822,0.0991269623771679,0.39606728523144
"Jordan Clarkson","SG","2017-2018",26,"LAL","3",0.451215083798883,0.311615476872127,0.520227289377289,0.504509018036072,0.803113467254279,0.00703253355978481,0.192176774270719,0.437376415230856,0.0472850903315466,0.147260273972603,0.147679467378066,0.288660991245047,0.0533432753743354,0.0675352773110694,0.0213563318890709,0.0814616397141052,0.100335229287977,0.10430874032162,0.0397410631912086,0.00308349831845826,0.0696755771993133,0.0627213147762652,0.498547597322221
"Jordan Crawford","SG","2017-2018",30,"NOP","5",0.435470297029703,0.362106172839506,0.568975555555556,0.515842105263158,0.803648310387985,0.00459127536649382,0.229815810335376,0.494322797200186,0.0804006576814295,0.230568687682912,0.141948815768558,0.26719617064054,0.0608701335482887,0.0679860117628358,0.0138341212609747,0.0652388034201755,0.0851692894611349,0.112525696974069,0.0261484660626292,0.00428669321805976,0.0519548109578828,0.0664088026987407,0.619430699758574
"Jordan Mickey","F","2017-2018",24,"MIA","2",0.441,0,0.455,0.441,0.571,0.000474254742547425,0.107142857142857,0.25,0,0,0.107142857142857,0.232142857142857,0.0535714285714286,0.107142857142857,0.0892857142857143,0.142857142857143,0.25,0.0535714285714286,0.0178571428571429,0.0357142857142857,0.0714285714285714,0.0892857142857143,0.267857142857143
"Jose Calderon","G","2017-2018",37,"CLE","12",0.417512345679012,0.306774627325449,0.515303799115275,0.505001286549708,0.913648187633262,0.00311554994860293,0.0960075484471286,0.237295363228642,0.0373319253528662,0.118030553513736,0.0635879571999154,0.117983420217786,0.0257282454459467,0.0225687645020979,0.0390188479769391,0.112508858796272,0.145074644341618,0.153307354678164,0.0202423627029385,0,0.0706076293298435,0.0656294060083482,0.254816904107163
"Josh Huestis","PF","2017-2018",27,"OKC","2",0.545,0.5,0.571,0.636,0,0.000105013550135501,0.193548387096774,0.354838709677419,0.0645161290322581,0.129032258064516,0.129032258064516,0.225806451612903,0,0.032258064516129,0.129032258064516,0.161290322580645,0.290322580645161,0.0967741935483871,0,0.0967741935483871,0,0,0.451612903225806
"Josh McRoberts","F","2017-2018",31,"DAL","10",0.34379418344519,0.400967088607595,0.336094623655914,0.413673640167364,0.680390213299874,0.00397141058974042,0.116628296647178,0.300580557749222,0.0469139009763807,0.103892966162239,0.0597086012426663,0.177157388302417,0.0140462427745665,0.0208092485549133,0.0447852659125164,0.123906570999819,0.177962649158337,0.107649829744635,0.027869529314616,0.00639735013314282,0.0456953580938773,0.0783742153469036,0.297556343011973
"Josh Richardson","SF","2017-2018",25,"MIA","2",0.369538802660754,0.3225,0.405350318471338,0.456505617977528,0.790181818181818,0.00759451894768117,0.110800808881713,0.314832141878525,0.0463123033614837,0.147622811970638,0.0644547641694175,0.164520700194499,0.0336556621590995,0.0501806057238122,0.0199845582030058,0.0869704066425378,0.102491032407666,0.102564083749368,0.0415816270546668,0.0234176160044457,0.0538488396849053,0.0692606018487162,0.29561909024786
"Jrue Holiday","PG","2017-2018",28,"NOP","8",0.445362513167795,0.362110996790221,0.490643181818182,0.512629791855204,0.736062351764095,0.00817135816906114,0.197512950134182,0.436564109224031,0.0511718608746395,0.143168528581399,0.142144892855633,0.281247604957062,0.0617160002308003,0.0825406758388366,0.0151668892364755,0.0979942373782864,0.113601878108652,0.211957484547043,0.0395445500315387,0.0174099985144889,0.0962225789946166,0.0595469272133388,0.504539274159338
"Juan Hernangomez","PF","2017-2018",23,"DEN","1",0.428227489978415,0.358851537585421,0.480822945621466,0.516086838750797,0.774847390741362,0.00267415952335249,0.10820401780344,0.252988147781697,0.0474889195437117,0.132727640231457,0.0646315880313182,0.128912914859195,0.0585071074874072,0.073527399433761,0.0629959766925638,0.164858903650152,0.227767142359903,0.0349888518259769,0.0342475331707426,0.00919989185804946,0.0330588067130797,0.0719755737022843,0.333240491490351
"Julius Randle","PF","2017-2018",24,"LAL","3",0.481810759792355,0.245520899591095,0.505447959183673,0.495423141849332,0.71777516252612,0.00716884350796171,0.175253721408674,0.375144597308482,0.00694444444444444,0.0277901785714286,0.172210009952995,0.342020080949912,0.098079495093384,0.151305655522523,0.0747921013873107,0.221695929419986,0.293489253915378,0.126030734632684,0.0240573932188508,0.012882201819407,0.0803115216966972,0.112624004417055,0.467500295957298
"Justin Anderson","G","2017-2018",25,"PHI","2",0.426093827160494,0.369018987341772,0.453454545454545,0.505047984644914,0.790040048543689,0.00409136546184739,0.168232492410761,0.461661258243484,0.0682888764119791,0.216159190830106,0.105734673226561,0.251238467610288,0.0668746187225912,0.0791747718090678,0.0558880742181655,0.133898511147688,0.183226684737956,0.0570090173617861,0.0317996725578271,0.0186293580727218,0.0607084657922154,0.0817847464188927,0.54365363909617
"Justin Holiday","SG","2017-2018",29,"CHI","4",0.398052712542303,0.315298453415569,0.485511539408867,0.491068435141933,0.818604365601028,0.00408386028304727,0.122714334705075,0.300354045585694,0.0548322075923393,0.168746608527132,0.0703908539633831,0.138241237113402,0.0452574750830565,0.0491381678542531,0.0213235609965636,0.117272928462092,0.135532820767196,0.058489758698092,0.0378662790697674,0.0191029900332226,0.0326675257731959,0.0731012369942278,0.343840650664545
"Justise Winslow","SF","2017-2018",22,"MIA","2",0.369869608564579,0.179947198847975,0.399386336059087,0.388809139784946,0.637369054830287,0.00986044103937315,0.15019818095648,0.423941553368702,0.012480182438712,0.0612478643723544,0.136574472856881,0.339056502840252,0.0521200302989381,0.083813332078744,0.0393207136673903,0.107441109244076,0.149853696363232,0.113471903543957,0.0483027025778499,0.00923339673935228,0.0523528581650578,0.0841173508105591,0.36446004249758
"Jusuf Nurkic","C","2017-2018",24,"POR","3",0.518475308641975,0,0.517368852459016,0.517072847682119,0.544480406386067,0.00635916716941021,0.194295632635532,0.379136924075276,0,0,0.194295632635532,0.379136924075276,0.07505582664792,0.146112238271371,0.113665066936095,0.213080347479083,0.342770110926719,0.108034901993218,0.0435846165298123,0.0540198525570326,0.102544917224308,0.102538067371241,0.478044487244254
"K.J. McDaniels","G-F","2017-2018",25,"TOR","3",0.463218997361478,0.314318965517241,0.571627368421053,0.541032967032967,0.844433526011561,0.00263272973638827,0.151149042808961,0.332220779338532,0.0589156860727069,0.168035847647498,0.0967149886953052,0.183656348695754,0.0711694381326172,0.0764563106796116,0.0201415761058461,0.146920992143813,0.160332871012483,0.0299329695369398,0.041191794742783,0.03287423797697,0.0573422330097087,0.0924815767926073,0.406575424838522
"Karl-Anthony Towns","C","2017-2018",23,"MIN","2",0.546212435233161,0.368952127659574,0.576382239382239,0.606516556291391,0.801185185185185,0.0104259053954176,0.268939708939709,0.463097713097713,0.0324324324324324,0.0869982408443947,0.217495602110987,0.379000187409342,0.10010581614944,0.127606420482723,0.089766546732491,0.228311701817654,0.330632675987199,0.0729249960019191,0.019659023326505,0.0319459129055706,0.0712782454585733,0.0706690296854231,0.670923670923671
"Kawhi Leonard","F","2017-2018",27,"SAS","6",0.4668125,0.381879907621247,0.501270161290323,0.53018,0.871972633979476,0.00827309635878314,0.258160989489357,0.531915474962671,0.0645105911738002,0.160776338232626,0.180606528877728,0.355437368621797,0.182186807487387,0.2082134942713,0.0307097886489232,0.153268266616373,0.168338679284787,0.108444528266302,0.0587324707910657,0.0275122482308111,0.0698382762034985,0.0469139240898049,0.780483977157473
"Kay Felder","PG","2017-2018",23,"CHI","1",0.392,0.318,0.404,0.415,0.714,0.00130894308943089,0.16304347826087,0.41304347826087,0.0217391304347826,0.0543478260869565,0.141304347826087,0.347826086956522,0.0869565217391304,0.130434782608696,0.0108695652173913,0.0978260869565217,0.108695652173913,0.152173913043478,0.0434782608695652,0.0217391304347826,0.0760869565217391,0.0978260869565217,0.434782608695652
"Kelly Olynyk","PF","2017-2018",27,"MIA","4",0.493873548777147,0.373895192054144,0.588771466895354,0.575254529676428,0.766325215598116,0.00506227868041452,0.167044682127149,0.3432047026545,0.0558396799383014,0.139841994236788,0.115726090516174,0.190370769965093,0.0729841396774623,0.0955703918810548,0.0428207504876837,0.173460279557841,0.212463553884551,0.107120876709863,0.0312807288151933,0.0169671261930011,0.0434325836764861,0.10725545881779,0.47509800427655
"Kelly Oubre","SF","2017-2018",23,"WAS","2",0.440952606635071,0.263287749287749,0.538530066815145,0.487171673819742,0.725003627569529,0.00541033994898773,0.127135701791724,0.305063186129469,0.0298831043271907,0.1170366855188,0.0991000287343092,0.178614280961427,0.0460995515035659,0.0715710092600595,0.0469253532133857,0.139418161539176,0.184868482200948,0.0329727139164526,0.0285211871676102,0.00990983205139285,0.0316113906377598,0.125089072714317,0.325698421474335
"Kemba Walker","PG","2017-2018",28,"CHO","6",0.438093126385809,0.37980412371134,0.479449275362319,0.536840248962656,0.860391304347826,0.00852067356047272,0.241365320558404,0.528734163802732,0.074357962540009,0.203443385509465,0.144563377704588,0.300187732134346,0.104166125779959,0.128792483055077,0.018553588582407,0.0923071155783604,0.10786099338871,0.18092011319677,0.0379210436614917,0.00888964231225631,0.0591380083253282,0.047062812241357,0.698545459056247
"Kenneth Faried","PF","2017-2018",29,"DEN","6",0.53057466095477,0,0.541682967162769,0.540974358974359,0.724543196373016,0.00553415080854105,0.158202455089723,0.290252840332725,0,0.00471698113207547,0.158702587708412,0.286894949188352,0.0984010310540104,0.147727775359493,0.128104626311472,0.219800678131582,0.347007327038032,0.0462604832921905,0.0309436331630497,0.0314848271560143,0.0483253058196207,0.0972022832923161,0.41417892811042
"Kent Bazemore","SG","2017-2018",29,"ATL","5",0.42297084289402,0.335965683264001,0.458994537050007,0.482016784869976,0.73401263768151,0.00655631342946254,0.15071374086492,0.382137338998128,0.0415095471493676,0.124673184065507,0.108581065153686,0.236472521196904,0.0597613571897895,0.0876674642311035,0.0193123030446972,0.0909731349806746,0.111692829337643,0.0831041781540705,0.0315863875547936,0.0221422357140269,0.066576755981506,0.0893402172783946,0.404707885104462
"Kentavious Caldwell-Pope","G","2017-2018",25,"LAL","4",0.391026654421784,0.344830780632411,0.450433664021164,0.485116798254493,0.836431835436877,0.00775284667850053,0.132559597980466,0.332134692236994,0.0485898073414755,0.161205466804259,0.0752343675778017,0.183784420013234,0.0617415084576102,0.0708061345243549,0.0161665475749091,0.0758391312122788,0.0887834951519429,0.0685813116536676,0.0414663393526248,0.00508592978565261,0.0309507663196597,0.0512421563360979,0.378848158443974
"Kevin Durant","SF","2017-2018",30,"GSW","10",0.525648649649191,0.336839682408109,0.608086882696591,0.58678046440764,0.871299477704395,0.00793868365275984,0.249878848014579,0.457914975517783,0.0624154691193028,0.178863866839029,0.181547090699904,0.295774120102022,0.143301117755464,0.168623943448842,0.0152944563215147,0.214940917391039,0.234172776959005,0.117620489565228,0.0363476155540859,0.0544202209299812,0.0647212585730492,0.0664802002893062,0.713419738052657
"Kevin Love","C","2017-2018",30,"CLE","9",0.428696280846751,0.351548773120178,0.492867498247432,0.511952293866635,0.863906439120476,0.00793455540251185,0.190026568254054,0.455248148174604,0.0783853382140226,0.233069216212199,0.120379279290358,0.246354941662486,0.140729760663045,0.163621736208492,0.0689271817986613,0.243306414012265,0.312636010922668,0.0616560632102034,0.0283576762574127,0.0097813387352752,0.0673760964206824,0.0752066396982792,0.584824633053125
